id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,country_name,iso_country,region_name,iso_region,local_region,municipality,scheduled_service,gps_code,icao_code,iata_code,local_code,home_link,wikipedia_link,keywords,score,last_updated
41069,SK-467,small_airport,"San Marino Airport",4.375313,-76.074034,3044,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Zarzal,0,,,,ZAR,,,,50,2024-05-17T19:53:21+00:00
45103,CO-0002,heliport,"Banco De La Republica Heliport",1.672222,-78.142222,,SA,Colombia,CO,"Nariño Department",CO-NAR,NAR,Barbacoas,0,,,,BAS,,,,0,2012-06-09T11:18:04+00:00
45149,CO-0048,heliport,"Ecopetrol Heliport",7.0775,-73.865,,SA,Colombia,CO,"Santander Department",CO-SAN,SAN,Barrancabermeja,0,,,,ECO,,,,0,2012-06-09T12:26:23+00:00
45130,CO-0029,heliport,"Banco De La Republica Heliport",10.989444,-74.789167,,SA,Colombia,CO,"Atlántico Department",CO-ATL,ATL,Barranquilla,0,,,,BAE,,,,0,2012-06-09T11:03:10+00:00
348508,CO-0060,heliport,"Isla del Encanto Heliport",10.13245,-75.68624,16,SA,Colombia,CO,"Bolívar Department",CO-BOL,BOL,Barú,0,,,,,,,,0,2021-10-08T18:00:05+00:00
45133,CO-0032,heliport,"Hospital De Engativa Heliport",4.710556,-74.11,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,HOS,,,,0,2012-06-08T20:09:32+00:00
45134,CO-0033,heliport,"Camara De Comercio De Bogota Heliport",4.657222,-74.106944,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,1CA,,,,0,2012-06-08T19:55:55+00:00
45135,CO-0034,heliport,"Fiscalia General De La Nacion Heliport",4.641944,-74.103333,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,FIS,,,,0,2012-06-08T19:48:21+00:00
45136,CO-0035,heliport,"Caja De Vivienda Militar Heliport",4.646389,-74.0975,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,,,,,0,2010-08-30T12:31:04+00:00
45137,CO-0036,heliport,"Beneficiencia De Cundinamarca Heliport",4.638611,-74.096667,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,,,,,0,2010-08-30T12:30:52+00:00
45138,CO-0037,heliport,"Centro Internacional Tequendama Heliport",4.617222,-74.088333,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,CEN,,,,0,2012-06-08T19:43:52+00:00
45139,CO-0038,heliport,"Banco De Occidente Heliport",4.617778,-74.087222,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,BAI,,,,0,2012-06-08T19:38:14+00:00
45140,CO-0039,heliport,"Proma Heliport",4.728056,-74.084444,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,,,,,0,2024-08-22T14:18:58+00:00
45142,CO-0041,heliport,"Parque Central Bavaria Heliport",4.620278,-74.073333,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,IPA,,,,0,2012-06-08T19:33:10+00:00
45143,CO-0042,heliport,"Clinica Shaio Heliport",4.700833,-74.0675,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,CLI,,,,0,2012-06-08T20:05:16+00:00
45145,CO-0044,heliport,"I.N.G. Barings Heliport",4.660556,-74.054444,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,ING,,,,0,2012-06-09T23:18:42+00:00
45146,CO-0045,heliport,"Bavaria Heliport",4.677778,-74.047222,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,BAV,,,,0,2012-06-08T20:00:04+00:00
45147,CO-0046,heliport,"Apotema Heliport",4.693333,-74.039444,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogotá,0,,,,APT,,,,0,2012-06-08T23:41:16+00:00
45148,CO-0047,heliport,"Helitaxi Heliport",4.625833,-73.875556,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Bogota,0,,,,,,,,0,2010-08-29T23:22:06+00:00
45144,CO-0043,heliport,"Centro Comercial Andino Heliport",4.669167,-74.056111,8396,SA,Colombia,CO,"Bogotá Capital District",CO-DC,DC,Bogotá,0,,,,CER,,,,0,2024-05-06T16:50:39+00:00
353410,CO-0069,closed,"Techo International Airport",4.62674,-74.1474,8390,SA,Colombia,CO,"Bogotá Capital District",CO-DC,DC,Bogotá,0,,,,,,https://en.wikipedia.org/wiki/Techo_International_Airport,"BOG, SKBO",0,2024-05-06T16:57:21+00:00
517147,CO-0082,heliport,"Bogota Police Academy Heliport",4.589189,-74.132313,8421,SA,Colombia,CO,"Bogotá Capital District",CO-DC,DC,Bogotá,0,,,,,,,,0,2023-12-15T11:00:49+00:00
45151,CO-0050,heliport,"Estacion De Bomberos Heliport",7.113611,-73.129167,,SA,Colombia,CO,"Santander Department",CO-SAN,SAN,Bucaramanga,0,,,,EST,,,,0,2012-06-09T12:31:45+00:00
353414,CO-0073,closed,"Gómez Niño Airport",7.10433,-73.12403,3058,SA,Colombia,CO,"Santander Department",CO-SAN,SAN,Bucaramanga,0,,,,,,,,0,2022-03-08T20:59:37+00:00
45113,CO-0012,heliport,"Cofa Buga Heliport",3.895556,-76.305833,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Buga,0,,,,COB,,,,0,2012-06-09T11:59:52+00:00
45107,CO-0006,heliport,"Centro Administrativo Municipal Heliport",3.456389,-76.536944,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Cali,0,,,,CEA,,,,0,2012-06-09T11:50:17+00:00
45108,CO-0007,heliport,"Banco De Occidente Heliport",3.451111,-76.535556,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Cali,0,,,,BAT,,,,0,2012-06-09T11:27:37+00:00
45109,CO-0008,heliport,"Banco De La Republica Heliport",3.634167,-76.408889,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Cali,0,,,,BNE,,,,0,2012-06-09T11:22:58+00:00
45111,CO-0010,heliport,"El Pailon Heliport",3.410556,-76.350556,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Candelaria,0,,,,,,,,0,2010-08-30T07:49:14+00:00
45117,CO-0016,heliport,"Baru Heliport",10.210278,-75.616667,,SA,Colombia,CO,"Bolívar Department",CO-BOL,BOL,Cartagena,0,,,,BAU,,,,0,2012-06-09T11:35:27+00:00
353412,CO-0071,heliport,"Cartagena Naval Heliport",10.41375,-75.54756,3,SA,Colombia,CO,"Bolívar Department",CO-BOL,BOL,"Cartagena de Indias",0,,,,,,,,0,2022-03-08T20:48:14+00:00
45128,CO-0027,heliport,"Banco De La Republica Heliport",7.989722,-75.197778,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Caucasia,0,,,,1BD,,,,0,2012-06-09T00:36:33+00:00
45131,CO-0030,heliport,"Drummond Heliport",11.059722,-74.211111,,SA,Colombia,CO,"Magdalena Department",CO-MAG,MAG,Cienaga,0,,,,DRU,,,,0,2012-06-09T12:22:59+00:00
45106,CO-0005,heliport,"Banco De La Republica Heliport",5.1,-76.649444,,SA,Colombia,CO,"Chocó Department",CO-CHO,CHO,Condoto,0,,,,1BA,,,,0,2012-06-09T11:09:40+00:00
45132,CO-0031,heliport,"Helicentro Heliport",4.746389,-74.146667,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Cota,0,,,,HEI,,,,0,2012-06-09T22:57:43+00:00
45129,CO-0028,heliport,"Banco De La Republica Heliport",4.299444,-74.810833,,SA,Colombia,CO,"Cundinamarca Department",CO-CUN,CUN,Girardot,0,,,,BAO,,,,0,2012-06-09T11:12:51+00:00
45150,CO-0049,heliport,"Isa Giron Heliport",7.058333,-73.129722,,SA,Colombia,CO,"Santander Department",CO-SAN,SAN,Giron,0,,,,,,,,0,2018-05-05T12:00:04+00:00
45127,CO-0026,heliport,"Beneficencia Del Tolima Heliport",4.443889,-75.241667,,SA,Colombia,CO,"Tolima Department",CO-TOL,TOL,Ibagué,0,,,,BEE,,,,0,2012-06-09T11:41:31+00:00
45125,CO-0024,heliport,"Banco Cafetero Heliport",5.070278,-75.528889,,SA,Colombia,CO,"Caldas Department",CO-CAL,CAL,Manizales,0,,,,BAA,,,,0,2012-06-08T23:48:24+00:00
45126,CO-0025,heliport,"Hospital De Caldas Heliport",5.0625,-75.500833,,SA,Colombia,CO,"Caldas Department",CO-CAL,CAL,Manizales,0,,,,HOA,,,,0,2012-06-09T23:11:42+00:00
45118,CO-0017,heliport,"Fundicion Gutierrez Heliport",6.25,-75.578611,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellin,0,,,,FUD,,,,0,2012-06-09T00:04:11+00:00
45119,CO-0018,heliport,"Fundicion Escobar Heliport",6.246944,-75.576389,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellin,0,,,,FUI,,,,0,2012-06-09T00:06:40+00:00
45120,CO-0019,heliport,"Palacio Municipal Heliport",6.591389,-75.576389,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellin,0,,,,PAL,,,,0,2012-06-09T00:28:06+00:00
45121,CO-0020,heliport,"Banco De La Republica Heliport",6.252778,-75.573889,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellín,0,,,,BAC,,,,0,2012-06-08T23:55:02+00:00
45122,CO-0021,heliport,"Hospital General De Medellin Heliport",6.235,-75.572778,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellin,0,,,,HOY,,,,0,2012-06-09T00:13:02+00:00
45123,CO-0022,heliport,"Isa Medellin Heliport",6.200556,-75.572222,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellin,0,,,,ISA,,,,0,2012-06-09T00:21:43+00:00
45124,CO-0023,heliport,"Banco Popular Heliport",6.252222,-75.570833,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellín,0,,,,BAP,,,,0,2012-06-09T00:00:41+00:00
45141,CO-0040,heliport,"Caja De Vivienda Militar Heliport",4.646389,-74.083333,,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,Medellín,0,,,,CAJ,,,,0,2012-06-08T19:52:53+00:00
45116,CO-0015,heliport,"Cofa Montenegro Heliport",4.508333,-75.786389,,SA,Colombia,CO,"Quindio Department",CO-QUI,QUI,Montenegro,0,,,,1CO,,,,0,2012-06-09T12:02:53+00:00
45110,CO-0009,heliport,"Isa Palmira Heliport",3.537778,-76.401111,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Palmira,0,,,,,,,,0,2010-08-30T07:47:36+00:00
45112,CO-0011,heliport,"Helivalle Heliport",3.558889,-76.306389,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Palmira,0,,,,HEA,,,,0,2012-06-09T23:00:50+00:00
45114,CO-0013,heliport,"Cofa-Palmira Heliport",3.514722,-76.305556,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Palmira,0,,,,COA,,,,0,2012-06-09T12:18:03+00:00
355179,CO-0076,closed,"Papunahua River 2 Airstrip",1.690165,-71.097652,919,SA,Colombia,CO,"Vaupés Department",CO-VAU,VAU,Papunahua,0,,,,,,,SXOP,0,2024-04-22T14:07:38+00:00
45104,CO-0003,heliport,"Banco De La Republica Heliport",1.196944,-77.28,,SA,Colombia,CO,"Nariño Department",CO-NAR,NAR,Pasto,0,,,,BNC,,,,0,2012-06-09T11:20:37+00:00
45105,CO-0004,heliport,"Banco De La Republica Heliport",5.6975,-76.665,,SA,Colombia,CO,"Chocó Department",CO-CHO,CHO,Quibdo,0,,,,BND,,,,0,2012-06-09T11:07:51+00:00
45115,CO-0014,heliport,"Cofa Roldanillo Heliport",4.413611,-76.143333,,SA,Colombia,CO,"Valle del Cauca Department",CO-VAC,VAC,Roldanillo,0,,,,ICR,,,,0,2012-06-09T12:06:00+00:00
45101,CO-0495,closed,"Santa Fé de Antioquía Airport",6.500631,-75.822521,1500,SA,Colombia,CO,"Antioquía Department",CO-ANT,ANT,"Santa Fé de Antioquía",0,,,,,,,"SKSF, SKSF, SFA",0,2025-02-25T14:50:16+00:00
556275,CO-0083,heliport,"National Police Antinarcotics Heliport",11.224834,-74.178461,74,SA,Colombia,CO,"Magdalena Department",CO-MAG,MAG,"Santa Marta",0,,,,,,,,0,2024-11-05T15:22:07+00:00
556277,CO-0084,heliport,"Papare Military Base Heliport",11.232518,-74.220455,24,SA,Colombia,CO,"Magdalena Department",CO-MAG,MAG,"Santa Marta",0,,,,,,https://en.wikipedia.org/wiki/5th_Mechanized_Infantry_Battalion_(Colombia),,0,2024-11-05T16:01:29+00:00
353413,CO-0072,heliport,"Carlos Haime University Hospital Helipad",10.5084,-75.46766,20,SA,Colombia,CO,"Bolívar Department",CO-BOL,BOL,"Serena del Mar",0,,,,,,,,0,2022-03-08T20:56:28+00:00
